timestamp,hour,failed_logins,session_duration_sec,bytes_sent,user,city,src_ip,label
2026-01-01 01:16:00,6,1,47.41,1085.12,user_06,Tel Aviv,10.0.0.42,normal
2026-01-01 10:08:00,6,2,36.12,1353.07,user_11,Haifa,10.0.0.49,normal
2026-01-01 01:41:00,15,1,46.26,1302.37,user_16,Haifa,10.0.0.39,normal
2026-01-01 21:19:00,7,0,43.6,1266.76,user_11,Tel Aviv,10.0.0.16,normal
2026-01-01 23:06:00,11,1,66.53,1490.96,user_02,Beer Sheva,10.0.0.46,normal
2026-01-01 04:07:00,7,1,49.94,1366.6,user_03,Tel Aviv,10.0.0.32,normal
2026-01-01 20:27:00,10,0,31.08,1258.78,user_18,Tel Aviv,10.0.0.12,normal
2026-01-01 21:36:00,8,2,54.08,1140.86,user_07,Jerusalem,10.0.0.56,normal
2026-01-01 23:40:00,11,0,53.27,1078.95,user_07,Beer Sheva,10.0.0.45,normal
2026-01-01 00:00:00,14,2,50.5,1089.22,user_02,Tel Aviv,10.0.0.50,normal
2026-01-01 03:03:00,6,0,70.51,1666.5,user_23,Tel Aviv,10.0.0.48,normal
2026-01-01 02:42:00,10,1,65.71,939.28,user_25,Haifa,10.0.0.11,normal
2026-01-01 16:11:00,9,3,58.87,889.95,user_15,Jerusalem,10.0.0.38,normal
2026-01-01 12:43:00,9,1,65.77,1475.04,user_16,Tel Aviv,10.0.0.16,normal
2026-01-01 23:37:00,10,0,48.06,1038.28,user_24,Haifa,10.0.0.18,normal
2026-01-01 02:32:00,16,1,48.68,1120.72,user_19,Tel Aviv,10.0.0.23,normal
2026-01-01 23:55:00,11,3,75.94,1397.85,user_01,Tel Aviv,10.0.0.54,normal
2026-01-01 09:17:00,13,1,54.11,1260.99,user_09,Tel Aviv,10.0.0.43,normal
2026-01-01 01:07:00,11,0,71.57,1812.51,user_04,Haifa,10.0.0.31,normal
2026-01-01 18:52:00,9,1,51.69,978.95,user_04,Tel Aviv,10.0.0.41,normal
2026-01-01 20:51:00,11,4,43.51,1592.9,user_02,Jerusalem,10.0.0.23,normal
2026-01-01 19:37:00,9,3,57.09,1592.27,user_12,Haifa,10.0.0.58,normal
2026-01-01 09:42:00,11,0,41.19,1017.73,user_12,Tel Aviv,10.0.0.36,normal
2026-01-01 17:54:00,9,2,42.67,1357.83,user_20,Haifa,10.0.0.32,normal
2026-01-01 10:15:00,8,1,39.65,401.01,user_16,Tel Aviv,10.0.0.37,normal
2026-01-01 12:03:00,13,2,34.58,1237.83,user_25,Eilat,10.0.0.55,normal
2026-01-01 02:51:00,7,2,50.89,1678.27,user_09,Haifa,10.0.0.15,normal
2026-01-01 21:58:00,6,0,68.0,1533.8,user_15,Haifa,10.0.0.35,normal
2026-01-01 14:32:00,6,0,41.45,1352.69,user_15,Eilat,10.0.0.57,normal
2026-01-01 08:35:00,9,4,78.52,1616.41,user_10,Tel Aviv,10.0.0.42,normal
2026-01-01 14:26:00,9,1,69.54,624.03,user_02,Beer Sheva,10.0.0.21,normal
2026-01-01 06:45:00,11,1,64.16,1841.99,user_10,Tel Aviv,10.0.0.27,normal
2026-01-01 15:38:00,6,1,60.45,1021.0,user_18,Jerusalem,10.0.0.11,normal
2026-01-01 10:14:00,14,2,68.67,1269.77,user_08,Jerusalem,10.0.0.46,normal
2026-01-01 17:51:00,14,1,26.25,994.46,user_15,Haifa,10.0.0.33,normal
2026-01-01 22:19:00,10,2,50.11,1087.31,user_23,Haifa,10.0.0.19,normal
2026-01-01 06:56:00,15,1,52.43,1056.79,user_25,Tel Aviv,10.0.0.25,normal
2026-01-01 10:00:00,12,2,77.52,1432.76,user_13,Jerusalem,10.0.0.14,normal
2026-01-01 10:00:00,15,0,66.77,1023.84,user_06,Beer Sheva,10.0.0.58,normal
2026-01-01 09:00:00,14,2,39.57,1152.13,user_23,Beer Sheva,10.0.0.15,normal
2026-01-01 09:13:00,9,0,61.04,1040.48,user_13,Haifa,10.0.0.54,normal
2026-01-01 00:21:00,9,0,68.33,1156.08,user_06,Jerusalem,10.0.0.25,normal
2026-01-01 06:10:00,11,0,79.66,1258.79,user_14,Haifa,10.0.0.39,normal
2026-01-01 16:32:00,9,0,76.35,1251.06,user_15,Tel Aviv,10.0.0.52,normal
2026-01-01 20:58:00,13,0,63.25,1566.2,user_09,Jerusalem,10.0.0.29,normal
2026-01-01 17:17:00,12,3,78.42,1131.78,user_19,Jerusalem,10.0.0.11,normal
2026-01-01 13:41:00,0,12,4.68,181.78,user_08,Unknown,185.220.101.116,attack
2026-01-01 23:35:00,9,0,44.51,1299.33,user_18,Beer Sheva,10.0.0.37,normal
2026-01-01 03:43:00,16,1,48.31,1625.47,user_02,Beer Sheva,10.0.0.48,normal
2026-01-01 03:18:00,10,2,48.34,1307.6,user_21,Beer Sheva,10.0.0.23,normal
2026-01-01 10:40:00,5,1,62.29,1054.31,user_10,Tel Aviv,10.0.0.37,normal
2026-01-01 07:22:00,11,1,56.61,1004.47,user_19,Beer Sheva,10.0.0.49,normal
2026-01-01 08:18:00,14,3,57.42,1215.36,user_13,Jerusalem,10.0.0.17,normal
2026-01-01 16:59:00,10,0,46.39,1513.17,user_08,Tel Aviv,10.0.0.56,normal
2026-01-01 04:16:00,9,0,66.26,745.39,user_02,Haifa,10.0.0.20,normal
2026-01-01 07:50:00,8,0,57.05,936.34,user_04,Haifa,10.0.0.15,normal
2026-01-01 11:25:00,11,1,30.0,1116.4,user_06,Eilat,10.0.0.50,normal
2026-01-01 19:44:00,11,0,67.89,1431.25,user_01,Jerusalem,10.0.0.36,normal
2026-01-01 23:52:00,12,1,49.4,949.17,user_18,Eilat,10.0.0.16,normal
2026-01-01 22:06:00,10,1,53.52,1715.11,user_02,Jerusalem,10.0.0.59,normal
2026-01-01 23:59:00,5,3,39.07,955.71,user_15,Tel Aviv,10.0.0.40,normal
2026-01-01 10:30:00,13,0,49.04,1263.95,user_23,Jerusalem,10.0.0.45,normal
2026-01-01 11:24:00,7,1,58.32,1280.13,user_13,Jerusalem,10.0.0.32,normal
2026-01-01 04:59:00,11,1,68.64,1646.97,user_14,Eilat,10.0.0.14,normal
2026-01-01 05:15:00,9,1,44.48,1285.88,user_16,Tel Aviv,10.0.0.37,normal
2026-01-01 01:19:00,9,1,55.69,924.95,user_03,Beer Sheva,10.0.0.46,normal
2026-01-01 20:59:00,10,1,69.06,1410.37,user_10,Tel Aviv,10.0.0.20,normal
2026-01-01 14:21:00,11,1,50.43,1415.26,user_04,Jerusalem,10.0.0.19,normal
2026-01-01 18:36:00,10,1,59.06,1464.47,user_03,Jerusalem,10.0.0.59,normal
2026-01-01 05:59:00,12,2,59.82,914.28,user_18,Haifa,10.0.0.55,normal
2026-01-01 06:04:00,11,1,62.66,1657.48,user_11,Haifa,10.0.0.56,normal
2026-01-01 16:23:00,4,2,15.62,795.25,user_18,Haifa,10.0.0.10,normal
2026-01-01 23:32:00,3,12,6.17,87.43,user_04,Moscow,185.220.101.206,attack
2026-01-01 15:29:00,9,1,67.59,1181.42,user_02,Tel Aviv,10.0.0.38,normal
2026-01-01 20:36:00,9,3,86.15,1153.98,user_17,Tel Aviv,10.0.0.54,normal
2026-01-01 13:36:00,10,1,38.41,897.91,user_21,Tel Aviv,10.0.0.28,normal
2026-01-01 08:30:00,11,1,41.86,1224.52,user_21,Tel Aviv,10.0.0.39,normal
2026-01-01 07:56:00,6,1,74.64,1296.36,user_19,Eilat,10.0.0.25,normal
2026-01-01 14:00:00,5,0,61.7,1075.58,user_13,Jerusalem,10.0.0.19,normal
2026-01-01 21:35:00,9,0,69.42,748.27,user_09,Tel Aviv,10.0.0.18,normal
2026-01-01 03:48:00,9,0,35.82,1138.98,user_09,Jerusalem,10.0.0.23,normal
2026-01-01 18:09:00,9,1,80.07,1358.86,user_11,Eilat,10.0.0.49,normal
2026-01-01 08:28:00,10,3,43.15,1543.44,user_04,Beer Sheva,10.0.0.27,normal
2026-01-01 03:58:00,9,1,58.89,2050.47,user_19,Tel Aviv,10.0.0.51,normal
2026-01-01 09:14:00,10,3,70.03,1282.76,user_22,Beer Sheva,10.0.0.45,normal
2026-01-01 20:50:00,7,1,60.28,1282.77,user_09,Tel Aviv,10.0.0.53,normal
2026-01-01 21:42:00,7,1,80.15,1205.51,user_12,Jerusalem,10.0.0.25,normal
2026-01-01 02:41:00,6,0,62.88,1263.64,user_01,Tel Aviv,10.0.0.59,normal
2026-01-01 23:08:00,9,2,42.84,708.64,user_02,Jerusalem,10.0.0.46,normal
2026-01-01 18:02:00,7,1,40.82,1278.29,user_21,Tel Aviv,10.0.0.44,normal
2026-01-01 03:24:00,5,2,85.82,1009.14,user_01,Tel Aviv,10.0.0.29,normal
2026-01-01 03:26:00,13,0,87.15,1099.46,user_09,Tel Aviv,10.0.0.28,normal
2026-01-01 23:22:00,13,1,34.75,1707.04,user_01,Haifa,10.0.0.47,normal
2026-01-01 06:12:00,0,10,9.71,113.97,user_03,Moscow,185.220.101.82,attack
2026-01-01 22:06:00,15,0,34.09,965.09,user_06,Jerusalem,10.0.0.15,normal
2026-01-01 09:53:00,8,2,53.56,1451.56,user_18,Jerusalem,10.0.0.58,normal
2026-01-01 06:13:00,7,3,66.72,1220.24,user_24,Jerusalem,10.0.0.54,normal
2026-01-01 17:11:00,13,2,51.9,1287.52,user_11,Haifa,10.0.0.32,normal
2026-01-01 05:21:00,9,2,70.9,1314.38,user_07,Tel Aviv,10.0.0.41,normal
2026-01-01 23:22:00,7,0,48.23,1011.61,user_24,Beer Sheva,10.0.0.25,normal
2026-01-01 01:56:00,10,2,66.04,1117.31,user_01,Tel Aviv,10.0.0.59,normal
2026-01-01 00:32:00,16,0,33.21,1110.68,user_05,Jerusalem,10.0.0.26,normal
2026-01-01 00:08:00,13,0,43.28,1038.44,user_07,Tel Aviv,10.0.0.13,normal
2026-01-01 11:01:00,5,2,79.18,1004.47,user_22,Jerusalem,10.0.0.49,normal
2026-01-01 14:11:00,10,1,61.03,1515.05,user_21,Beer Sheva,10.0.0.39,normal
2026-01-01 15:12:00,13,2,34.48,1443.61,user_10,Haifa,10.0.0.36,normal
2026-01-01 22:24:00,9,0,49.38,1111.47,user_11,Haifa,10.0.0.25,normal
2026-01-01 02:59:00,16,1,41.28,1202.3,user_16,Eilat,10.0.0.38,normal
2026-01-01 21:54:00,7,1,69.74,1217.67,user_25,Haifa,10.0.0.53,normal
2026-01-01 02:28:00,9,2,69.64,1079.43,user_18,Beer Sheva,10.0.0.27,normal
2026-01-01 05:42:00,11,0,85.33,1249.31,user_05,Eilat,10.0.0.25,normal
2026-01-01 13:27:00,9,0,52.16,1032.14,user_25,Haifa,10.0.0.51,normal
2026-01-01 01:32:00,9,3,42.57,952.07,user_01,Eilat,10.0.0.37,normal
2026-01-01 17:16:00,11,0,24.66,1533.05,user_16,Eilat,10.0.0.41,normal
2026-01-01 08:19:00,13,0,64.99,1247.56,user_22,Tel Aviv,10.0.0.15,normal
2026-01-01 22:36:00,5,1,71.59,938.99,user_13,Tel Aviv,10.0.0.43,normal
2026-01-01 00:54:00,15,2,59.16,918.5,user_21,Beer Sheva,10.0.0.58,normal
2026-01-01 18:35:00,7,0,56.2,954.32,user_01,Jerusalem,10.0.0.52,normal
2026-01-01 10:49:00,5,0,41.65,847.28,user_24,Beer Sheva,10.0.0.59,normal
2026-01-01 12:42:00,7,1,61.26,1434.62,user_03,Beer Sheva,10.0.0.27,normal
2026-01-01 15:28:00,9,1,57.79,1320.22,user_25,Beer Sheva,10.0.0.12,normal
2026-01-01 19:50:00,8,1,74.49,1115.08,user_06,Tel Aviv,10.0.0.57,normal
2026-01-01 04:34:00,9,2,72.86,1717.66,user_05,Beer Sheva,10.0.0.33,normal
2026-01-01 09:40:00,16,1,45.21,1090.1,user_01,Beer Sheva,10.0.0.38,normal
2026-01-01 06:00:00,12,3,96.09,1136.16,user_10,Eilat,10.0.0.36,normal
2026-01-01 07:11:00,8,0,76.44,742.42,user_12,Beer Sheva,10.0.0.23,normal
2026-01-01 03:23:00,5,2,81.15,1275.87,user_21,Beer Sheva,10.0.0.18,normal
2026-01-01 03:55:00,9,1,62.9,1457.89,user_22,Beer Sheva,10.0.0.49,normal
2026-01-01 11:53:00,12,3,61.63,1399.21,user_14,Eilat,10.0.0.32,normal
2026-01-01 08:03:00,14,3,47.58,1302.6,user_20,Haifa,10.0.0.59,normal
2026-01-01 06:16:00,11,1,66.73,1230.28,user_23,Tel Aviv,10.0.0.59,normal
2026-01-01 17:25:00,18,0,33.81,638.86,user_04,Tel Aviv,10.0.0.37,normal
2026-01-01 22:46:00,11,1,69.06,1158.32,user_14,Tel Aviv,10.0.0.29,normal
2026-01-01 00:40:00,4,22,4.92,27.67,user_08,Unknown,185.220.101.174,attack
2026-01-01 00:54:00,8,1,76.32,1564.1,user_17,Tel Aviv,10.0.0.58,normal
2026-01-01 11:03:00,7,1,51.51,1084.96,user_04,Eilat,10.0.0.40,normal
2026-01-01 17:52:00,9,1,71.46,1514.48,user_21,Jerusalem,10.0.0.20,normal
2026-01-01 02:56:00,6,1,42.21,1341.05,user_05,Haifa,10.0.0.59,normal
2026-01-01 07:04:00,11,3,82.37,1513.48,user_14,Tel Aviv,10.0.0.17,normal
2026-01-01 04:49:00,11,1,55.06,1042.58,user_15,Haifa,10.0.0.48,normal
2026-01-01 09:06:00,9,0,22.94,1038.32,user_23,Jerusalem,10.0.0.23,normal
2026-01-01 08:58:00,12,4,67.8,966.92,user_19,Jerusalem,10.0.0.10,normal
2026-01-01 01:29:00,4,0,57.48,1135.03,user_17,Haifa,10.0.0.49,normal
2026-01-01 22:07:00,14,0,63.19,1311.19,user_07,Beer Sheva,10.0.0.27,normal
2026-01-01 21:54:00,11,1,58.47,1042.8,user_06,Jerusalem,10.0.0.42,normal
2026-01-01 04:12:00,13,1,36.27,1142.89,user_08,Tel Aviv,10.0.0.38,normal
2026-01-01 03:19:00,11,0,62.32,1059.06,user_07,Haifa,10.0.0.28,normal
2026-01-01 15:40:00,14,0,57.66,1322.72,user_24,Jerusalem,10.0.0.30,normal
2026-01-01 09:55:00,11,3,55.19,1747.62,user_04,Jerusalem,10.0.0.10,normal
2026-01-01 04:54:00,7,2,65.52,1054.17,user_21,Jerusalem,10.0.0.25,normal
2026-01-01 05:15:00,11,0,39.16,998.39,user_19,Tel Aviv,10.0.0.46,normal
2026-01-01 10:49:00,2,1,50.43,391.27,user_08,Haifa,10.0.0.27,normal
2026-01-01 10:30:00,7,1,58.56,1910.14,user_06,Haifa,10.0.0.41,normal
2026-01-01 03:00:00,10,2,32.53,854.74,user_15,Tel Aviv,10.0.0.57,normal
2026-01-01 07:57:00,9,0,70.88,1067.17,user_19,Jerusalem,10.0.0.25,normal
2026-01-01 21:24:00,4,0,38.89,795.78,user_19,Tel Aviv,10.0.0.21,normal
2026-01-01 02:11:00,8,0,71.31,1219.44,user_25,Tel Aviv,10.0.0.38,normal
2026-01-01 07:08:00,7,0,33.67,1475.99,user_20,Tel Aviv,10.0.0.50,normal
2026-01-01 07:34:00,11,0,92.39,1294.27,user_07,Jerusalem,10.0.0.31,normal
2026-01-01 16:12:00,12,0,72.68,1223.97,user_07,Haifa,10.0.0.13,normal
2026-01-01 03:35:00,11,1,49.7,931.13,user_04,Tel Aviv,10.0.0.46,normal
2026-01-01 18:22:00,12,0,54.1,640.38,user_18,Eilat,10.0.0.28,normal
2026-01-01 06:25:00,8,0,64.16,1218.33,user_21,Beer Sheva,10.0.0.24,normal
2026-01-01 01:00:00,7,0,42.79,747.91,user_08,Tel Aviv,10.0.0.42,normal
2026-01-01 02:07:00,9,0,78.41,1083.66,user_10,Tel Aviv,10.0.0.46,normal
2026-01-01 00:44:00,8,2,63.36,1405.79,user_22,Haifa,10.0.0.46,normal
2026-01-01 20:02:00,7,1,53.29,1120.88,user_17,Tel Aviv,10.0.0.12,normal
2026-01-01 05:09:00,14,1,64.63,1059.26,user_24,Tel Aviv,10.0.0.11,normal
2026-01-01 10:12:00,13,1,51.66,1130.37,user_11,Haifa,10.0.0.53,normal
2026-01-01 01:22:00,4,0,42.52,857.05,user_06,Tel Aviv,10.0.0.31,normal
2026-01-01 13:20:00,12,1,62.84,1365.02,user_24,Haifa,10.0.0.29,normal
2026-01-01 11:27:00,7,0,63.19,1681.11,user_16,Tel Aviv,10.0.0.48,normal
2026-01-01 21:57:00,16,1,39.28,1614.11,user_02,Jerusalem,10.0.0.49,normal
2026-01-01 05:01:00,10,1,61.05,1350.61,user_20,Jerusalem,10.0.0.14,normal
2026-01-01 13:29:00,11,0,75.05,939.29,user_08,Jerusalem,10.0.0.11,normal
2026-01-01 04:37:00,12,2,57.07,1533.15,user_03,Tel Aviv,10.0.0.18,normal
2026-01-01 14:48:00,10,2,76.35,1059.66,user_10,Haifa,10.0.0.54,normal
2026-01-01 12:43:00,6,2,77.65,1278.16,user_15,Beer Sheva,10.0.0.48,normal
2026-01-01 04:13:00,6,2,44.11,1224.88,user_17,Jerusalem,10.0.0.34,normal
2026-01-01 03:03:00,9,1,65.78,534.21,user_04,Tel Aviv,10.0.0.57,normal
2026-01-01 10:46:00,7,0,71.1,1289.09,user_11,Haifa,10.0.0.10,normal
2026-01-01 00:35:00,11,1,66.54,1386.21,user_14,Haifa,10.0.0.55,normal
2026-01-01 06:54:00,7,1,69.75,765.52,user_12,Tel Aviv,10.0.0.40,normal
2026-01-01 09:59:00,10,1,63.58,1266.68,user_17,Jerusalem,10.0.0.26,normal
2026-01-01 15:58:00,8,0,35.47,1062.45,user_02,Tel Aviv,10.0.0.59,normal
2026-01-01 05:03:00,12,2,35.18,1137.74,user_06,Haifa,10.0.0.39,normal
2026-01-01 06:43:00,9,2,60.77,1394.88,user_13,Eilat,10.0.0.41,normal
2026-01-01 16:54:00,11,3,26.72,1211.3,user_11,Tel Aviv,10.0.0.22,normal
2026-01-01 04:54:00,8,1,40.28,966.15,user_04,Jerusalem,10.0.0.32,normal
2026-01-01 06:17:00,8,1,55.19,1262.51,user_08,Eilat,10.0.0.20,normal
2026-01-01 14:15:00,15,3,63.78,1267.5,user_20,Tel Aviv,10.0.0.25,normal
2026-01-01 03:23:00,23,20,4.61,144.74,user_01,Moscow,185.220.101.140,attack
2026-01-01 08:03:00,14,1,34.28,934.73,user_03,Haifa,10.0.0.11,normal
2026-01-01 21:55:00,6,1,61.15,1278.19,user_10,Tel Aviv,10.0.0.29,normal
2026-01-01 17:12:00,8,1,46.5,1023.52,user_22,Jerusalem,10.0.0.56,normal
2026-01-01 08:23:00,9,0,56.78,1020.51,user_05,Beer Sheva,10.0.0.54,normal
2026-01-01 12:06:00,8,3,39.62,939.14,user_17,Tel Aviv,10.0.0.45,normal
2026-01-01 13:12:00,10,0,54.24,1491.87,user_25,Beer Sheva,10.0.0.36,normal
2026-01-01 01:52:00,9,6,66.65,1021.84,user_08,Tel Aviv,10.0.0.24,normal
2026-01-01 05:39:00,7,0,67.95,1317.28,user_03,Tel Aviv,10.0.0.42,normal
2026-01-01 22:07:00,13,2,48.29,990.92,user_17,Haifa,10.0.0.15,normal
2026-01-01 07:23:00,4,3,40.28,904.23,user_25,Eilat,10.0.0.58,normal
2026-01-01 11:52:00,12,1,70.05,1267.0,user_21,Tel Aviv,10.0.0.18,normal
2026-01-01 02:32:00,10,1,27.21,1942.94,user_12,Jerusalem,10.0.0.24,normal
2026-01-01 05:49:00,9,2,48.91,1501.07,user_21,Jerusalem,10.0.0.28,normal
2026-01-01 18:24:00,5,0,45.02,1159.1,user_15,Haifa,10.0.0.59,normal
2026-01-01 17:49:00,7,2,56.94,920.39,user_17,Jerusalem,10.0.0.51,normal
2026-01-01 07:04:00,10,0,50.26,1154.82,user_20,Tel Aviv,10.0.0.10,normal
2026-01-01 05:15:00,6,1,58.85,1157.03,user_07,Tel Aviv,10.0.0.16,normal
2026-01-01 23:36:00,11,2,50.3,1036.9,user_05,Tel Aviv,10.0.0.27,normal
2026-01-01 17:50:00,9,0,50.65,949.72,user_23,Tel Aviv,10.0.0.29,normal
2026-01-01 00:26:00,2,15,8.01,124.61,user_05,Eilat,185.220.101.185,attack
2026-01-01 15:30:00,10,0,34.84,1265.08,user_17,Tel Aviv,10.0.0.53,normal
2026-01-01 10:54:00,9,0,38.15,818.87,user_13,Jerusalem,10.0.0.26,normal
2026-01-01 09:37:00,12,3,58.39,1291.64,user_08,Beer Sheva,10.0.0.17,normal
2026-01-01 11:31:00,12,0,62.74,1640.0,user_03,Haifa,10.0.0.13,normal
2026-01-01 20:43:00,15,1,74.83,1189.1,user_17,Tel Aviv,10.0.0.17,normal
2026-01-01 06:51:00,14,1,45.45,1335.98,user_25,Beer Sheva,10.0.0.23,normal
2026-01-01 01:15:00,10,0,30.73,1314.75,user_14,Jerusalem,10.0.0.28,normal
2026-01-01 12:18:00,6,2,78.79,928.45,user_22,Tel Aviv,10.0.0.36,normal
2026-01-01 22:16:00,10,3,56.21,1006.79,user_22,Haifa,10.0.0.11,normal
2026-01-01 14:00:00,9,0,69.68,838.47,user_19,Jerusalem,10.0.0.12,normal
2026-01-01 14:41:00,7,0,70.72,1174.41,user_02,Tel Aviv,10.0.0.20,normal
2026-01-01 16:06:00,10,1,68.09,1026.22,user_19,Jerusalem,10.0.0.28,normal
2026-01-01 07:02:00,11,0,30.58,1986.18,user_23,Tel Aviv,10.0.0.27,normal
2026-01-01 07:27:00,8,1,63.87,857.93,user_11,Jerusalem,10.0.0.41,normal
2026-01-01 00:59:00,13,1,60.63,1246.58,user_13,Eilat,10.0.0.16,normal
2026-01-01 00:56:00,10,0,58.23,1178.91,user_08,Beer Sheva,10.0.0.58,normal
2026-01-01 05:11:00,18,1,48.05,1123.9,user_04,Jerusalem,10.0.0.16,normal
2026-01-01 19:17:00,14,3,41.08,1073.95,user_23,Tel Aviv,10.0.0.40,normal
2026-01-01 23:05:00,13,2,71.43,850.5,user_13,Tel Aviv,10.0.0.28,normal
2026-01-01 02:33:00,15,0,39.76,1488.0,user_20,Jerusalem,10.0.0.29,normal
2026-01-01 17:33:00,11,1,59.86,1373.23,user_14,Jerusalem,10.0.0.50,normal
2026-01-01 10:49:00,9,2,38.87,1344.01,user_08,Eilat,10.0.0.27,normal
2026-01-01 03:29:00,9,2,79.72,1033.34,user_14,Jerusalem,10.0.0.56,normal
2026-01-01 08:34:00,7,1,79.41,1257.04,user_09,Beer Sheva,10.0.0.22,normal
2026-01-01 11:39:00,12,1,64.41,1473.63,user_04,Jerusalem,10.0.0.42,normal
2026-01-01 21:13:00,8,2,85.49,1230.71,user_02,Tel Aviv,10.0.0.46,normal
2026-01-01 14:44:00,8,0,57.56,824.7,user_01,Tel Aviv,10.0.0.13,normal
2026-01-01 22:21:00,13,4,72.55,1265.64,user_01,Tel Aviv,10.0.0.42,normal
2026-01-01 14:17:00,7,1,67.76,987.04,user_24,Jerusalem,10.0.0.53,normal
2026-01-01 02:39:00,13,1,26.71,1057.96,user_12,Jerusalem,10.0.0.19,normal
2026-01-01 00:04:00,8,1,56.28,682.82,user_10,Haifa,10.0.0.48,normal
2026-01-01 03:43:00,9,0,52.34,1325.42,user_17,Haifa,10.0.0.34,normal
2026-01-01 02:58:00,6,4,37.29,1005.99,user_04,Beer Sheva,10.0.0.52,normal
2026-01-01 11:44:00,12,0,36.6,915.2,user_03,Tel Aviv,10.0.0.28,normal
2026-01-01 07:20:00,10,2,66.46,1226.04,user_18,Tel Aviv,10.0.0.10,normal
2026-01-01 13:18:00,11,5,76.05,1164.86,user_14,Beer Sheva,10.0.0.19,normal
2026-01-01 04:36:00,16,1,46.77,1751.64,user_07,Haifa,10.0.0.16,normal
2026-01-01 11:30:00,5,3,60.27,1292.8,user_15,Haifa,10.0.0.37,normal
2026-01-01 10:52:00,11,1,33.49,1066.62,user_20,Tel Aviv,10.0.0.56,normal
2026-01-01 15:09:00,13,1,53.93,943.39,user_06,Beer Sheva,10.0.0.36,normal
